market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_order_place_duration,estimated_store_to_consumer_driving_duration
4,2/14/15 5:36,2/14/15 6:16,5081,mediterranean,3,1,950,1,950,950,50,48,52,251,400
4,1/30/15 0:13,1/30/15 1:02,5081,mediterranean,3,8,9085,8,625,1745,37,27,32,251,654
4,2/9/15 19:28,2/9/15 20:31,5081,mediterranean,3,7,6295,7,300,1345,57,55,118,251,785
4,1/31/15 2:08,1/31/15 2:47,5081,mediterranean,3,2,1670,2,425,1245,101,70,191,251,436
4,2/5/15 5:26,2/5/15 6:29,5081,mediterranean,3,3,2595,3,425,1745,27,29,61,251,371
4,1/30/15 6:41,1/30/15 7:03,5081,mediterranean,3,3,2645,3,600,1445,6,4,2,251,553
4,1/27/15 3:02,1/27/15 3:45,5081,mediterranean,3,2,1845,2,500,1345,92,123,154,251,441
4,2/16/15 3:53,2/16/15 4:22,5081,mediterranean,3,2,950,2,100,850,102,95,106,251,805
4,2/13/15 5:39,2/13/15 6:02,5081,mediterranean,3,2,1025,2,100,925,34,19,19,251,409
4,2/16/15 3:43,2/16/15 4:12,5081,mediterranean,3,2,2070,2,625,1445,103,94,131,251,255
4,2/18/15 5:42,2/18/15 6:10,5081,mediterranean,3,2,2595,2,850,1745,18,14,13,251,359
4,2/4/15 4:36,2/4/15 4:55,5081,mediterranean,3,2,1722,2,651,986,44,41,58,251,633
4,1/30/15 5:39,1/30/15 6:07,5081,mediterranean,3,3,2715,3,425,1245,22,18,21,251,477
4,2/15/15 6:11,2/15/15 6:50,5081,mediterranean,3,3,1945,3,100,1245,19,16,11,251,504
4,2/15/15 6:40,2/15/15 7:12,5081,mediterranean,3,2,1150,2,300,850,13,13,9,251,627
4,2/11/15 19:26,2/11/15 20:38,5081,mediterranean,3,1,1045,1,1045,1045,69,66,152,251,343
4,1/24/15 3:03,1/24/15 4:02,5081,mexican,1,1,1403,1,1314,1292,129,127,205,251,464
4,2/9/15 22:42,2/9/15 22:57,5081,mediterranean,3,1,1025,1,1025,1025,20,17,16,251,109
4,1/26/15 1:36,1/26/15 1:56,5081,mediterranean,3,2,2095,2,850,1245,70,96,101,251,556
4,2/12/15 0:34,2/12/15 1:01,5081,mediterranean,3,2,1920,2,575,1345,50,31,35,251,496
4,2/9/15 3:32,2/9/15 4:09,5081,mediterranean,3,2,1635,2,607,943,103,89,159,251,236
4,1/28/15 4:38,1/28/15 5:10,5081,mediterranean,3,1,925,1,925,925,51,42,47,251,845
4,2/13/15 6:19,2/13/15 6:45,5081,mediterranean,3,2,1770,2,425,1345,23,14,12,251,389
4,2/10/15 3:07,2/10/15 3:52,5081,mediterranean,3,5,4190,3,425,1245,86,84,151,251,380
4,2/8/15 20:18,2/8/15 20:49,5081,mediterranean,3,2,3090,2,1345,1745,50,34,42,0,428
4,2/1/15 4:37,2/1/15 5:23,5081,mediterranean,3,1,1245,1,1245,1245,68,58,89,251,473
1,2/2/15 1:12,2/2/15 2:01,5081,greek,5,12,7465,8,200,1545,56,52,83,251,409
4,2/10/15 4:45,2/10/15 5:19,5081,mediterranean,3,1,1345,1,1345,1345,43,37,43,251,444
4,2/15/15 5:56,2/15/15 6:33,5081,mediterranean,3,1,1345,1,1345,1345,25,25,26,251,648
1,1/30/15 3:54,1/30/15 4:42,1019,chinese,1,2,3228,2,1546,1812,33,32,41,446,808
1,1/25/15 1:30,1/25/15 2:17,1019,chinese,1,1,1100,1,1100,1100,19,19,17,446,459
1,1/25/15 2:23,1/25/15 3:40,1019,chinese,1,2,3100,2,1400,1700,26,25,34,446,711
3,2/16/15 2:03,2/16/15 3:51,1019,american,1,4,4600,3,1400,1700,23,23,41,446,713
1,1/27/15 2:29,1/27/15 3:30,3994,japanese,1,1,1150,1,1150,1150,0,0,0,446,599
1,2/8/15 0:56,2/8/15 1:50,3994,japanese,1,4,4805,2,1095,1195,0,0,0,446,590
1,1/24/15 4:01,1/24/15 4:28,3994,japanese,1,7,5200,5,225,1095,0,0,0,446,602
1,2/1/15 6:20,2/1/15 6:55,3994,japanese,1,3,2910,3,595,1095,0,0,0,446,713
1,2/14/15 3:10,2/14/15 4:12,3994,japanese,1,2,2495,2,1095,1150,0,0,0,446,802
1,2/4/15 19:28,2/4/15 20:11,3994,japanese,1,2,2345,2,1150,1195,0,0,0,446,682
1,1/25/15 3:22,1/25/15 4:14,3994,japanese,1,1,1250,1,1150,1150,0,0,0,446,231
1,2/8/15 23:06,2/8/15 23:42,3994,japanese,1,2,1190,2,595,595,0,0,0,446,559
1,1/23/15 2:45,1/23/15 3:32,3994,japanese,1,7,5035,5,195,1150,0,0,0,446,924
1,1/23/15 5:03,1/23/15 5:56,3994,japanese,1,3,2065,3,195,1150,0,0,0,446,679
1,2/13/15 22:40,2/13/15 23:22,3994,japanese,1,2,1790,1,895,895,0,0,0,446,200
1,1/28/15 3:42,1/28/15 4:30,3994,japanese,1,3,3410,1,1095,1095,0,0,0,446,291
1,2/5/15 4:34,2/5/15 5:43,3994,japanese,1,2,1545,2,295,1150,0,0,0,446,231
1,2/6/15 2:41,2/6/15 3:12,3994,japanese,1,3,3100,2,600,1150,0,0,0,446,838
1,2/6/15 1:40,2/6/15 2:39,3994,japanese,1,1,1250,1,1150,1150,0,0,0,446,626
1,2/8/15 21:28,2/8/15 22:20,3994,japanese,1,1,1320,1,1195,1195,0,0,0,446,484
1,1/22/15 2:17,1/22/15 3:32,3994,japanese,1,1,1250,1,1150,1150,0,0,0,446,627
1,2/15/15 2:54,2/15/15 4:21,3994,japanese,1,3,2990,3,595,1150,0,0,0,446,839
1,2/6/15 3:02,2/6/15 3:50,3994,japanese,1,2,2190,1,1095,1095,0,0,0,446,648
6,2/8/15 22:28,2/8/15 23:34,3994,mexican,3,3,3125,2,700,1150,0,0,0,446,830
1,2/12/15 3:01,2/12/15 3:54,3994,japanese,1,3,3285,1,1095,1095,0,0,0,446,904
1,1/31/15 4:51,1/31/15 5:34,3994,japanese,1,4,3040,4,350,1095,0,0,0,446,557
1,1/27/15 20:00,1/27/15 20:24,3994,japanese,1,2,2245,2,1095,1150,0,0,0,446,586
1,1/22/15 2:21,1/22/15 3:17,3994,japanese,1,2,1850,2,600,1100,0,0,0,446,947
4,2/13/15 2:09,2/13/15 3:07,6395,cafe,2,2,890,1,399,399,107,102,179,251,693
4,1/28/15 3:49,1/28/15 4:26,6395,cafe,2,2,809,2,355,355,94,66,97,251,584
4,2/16/15 22:45,2/16/15 23:41,6395,cafe,2,1,504,1,355,355,18,15,16,251,800
4,2/12/15 0:16,2/12/15 1:00,6395,cafe,2,2,908,1,355,355,35,19,21,251,151
3,1/23/15 19:22,1/23/15 19:48,3879,NA,4,3,582,1,194,194,6,5,4,251,245
3,2/1/15 17:26,2/1/15 18:24,3879,NA,4,5,980,2,194,199,1,1,3,251,344
1,1/28/15 19:01,1/28/15 19:20,6517,american,1,2,1800,1,900,900,15,5,5,446,351
1,2/6/15 3:55,2/6/15 4:53,6517,american,1,2,2500,2,1200,1300,18,19,28,446,812
1,2/7/15 3:27,2/7/15 4:12,6517,american,1,3,2500,2,300,1650,27,29,34,446,272
1,2/6/15 6:21,2/6/15 6:50,6517,american,1,2,2500,2,1200,1300,2,1,2,446,322
1,2/14/15 3:23,2/14/15 4:20,6517,american,1,3,2500,2,300,1650,28,28,44,446,273
1,2/17/15 4:53,2/17/15 5:53,6517,american,1,1,2210,1,1529,1613,18,22,25,446,273
1,2/8/15 3:01,2/8/15 4:00,6517,american,4,2,2500,2,1200,1300,25,26,36,446,738
1,2/2/15 18:58,2/2/15 19:21,6517,american,1,2,1950,2,650,1150,6,6,5,446,260
1,2/7/15 17:40,2/7/15 18:14,6517,american,1,2,2000,1,1000,1000,4,4,6,446,404
1,2/2/15 17:17,2/2/15 18:23,6517,american,1,4,1950,3,250,1000,3,3,3,446,446
4,2/5/15 19:41,2/5/15 20:36,6584,catering,2,4,2595,4,195,1150,78,79,147,251,640
4,2/5/15 20:16,2/5/15 20:56,6584,catering,2,3,2544,3,599,1050,81,77,127,251,404
4,1/26/15 20:33,1/26/15 21:42,6584,catering,2,1,1150,1,1150,1150,61,85,96,251,315
4,2/16/15 19:34,2/16/15 20:37,6584,catering,2,1,1270,1,995,995,55,54,118,251,721
4,2/17/15 20:14,2/17/15 21:14,6584,catering,2,2,1790,2,895,895,91,91,181,251,814
4,1/29/15 19:39,1/29/15 21:13,6584,catering,2,2,1500,2,250,1250,70,66,169,251,748
4,2/11/15 20:44,2/11/15 21:46,6584,catering,2,2,1490,2,595,895,64,64,101,251,805
4,1/27/15 19:20,1/27/15 20:18,6584,catering,2,4,2145,4,100,950,63,62,143,251,928
4,2/10/15 20:52,2/10/15 21:36,6584,catering,2,2,1270,2,150,895,68,66,97,251,295
2,1/26/15 19:35,1/26/15 21:02,6584,burger,1,3,3350,3,1050,1150,57,85,135,251,280
4,2/4/15 20:08,2/4/15 20:49,6584,catering,2,2,1474,2,599,875,73,72,131,251,530
3,2/9/15 20:35,2/9/15 21:27,6584,italian,3,2,1649,2,599,1050,62,62,95,251,608
4,2/12/15 21:02,2/12/15 21:41,6584,catering,2,5,1722,3,175,950,72,63,75,251,551
4,2/6/15 19:28,2/6/15 20:40,6584,catering,2,2,2300,2,1150,1150,73,70,142,251,220
4,2/3/15 20:50,2/3/15 21:19,6584,catering,2,1,950,1,950,950,63,55,65,251,577
4,2/17/15 20:25,2/17/15 21:13,6584,catering,2,2,2295,2,895,1350,88,88,181,251,543
4,1/29/15 19:56,1/29/15 21:11,6584,catering,2,1,1400,1,1400,1400,72,72,165,251,893
4,1/31/15 1:00,1/31/15 1:52,4003,mexican,1,2,2355,2,785,785,67,35,61,446,810
4,2/14/15 1:35,2/14/15 2:44,4003,mexican,1,5,3315,4,205,950,102,97,172,446,858
4,2/8/15 0:05,2/8/15 1:00,6395,cafe,2,2,803,2,350,355,36,32,45,251,589
4,2/13/15 20:12,2/13/15 21:02,6395,cafe,2,4,1998,4,355,495,96,81,154,251,774
4,1/26/15 1:15,1/26/15 2:01,6395,cafe,2,1,495,1,399,399,71,98,91,251,439
4,2/4/15 21:21,2/4/15 22:46,6395,cafe,2,25,10286,14,280,495,41,34,40,0,503
4,1/23/15 21:18,1/23/15 21:46,6395,american,3,1,454,1,355,355,42,34,43,251,837
4,2/7/15 2:21,2/7/15 3:08,6395,cafe,2,3,1347,1,399,399,128,127,237,251,461
4,1/26/15 23:49,1/27/15 0:23,6395,cafe,2,1,405,1,355,355,27,54,21,251,837
4,1/31/15 21:41,1/31/15 22:01,6395,cafe,2,2,994,2,399,495,49,28,33,251,266
4,1/24/15 2:39,1/24/15 3:59,6395,cafe,2,1,454,1,355,355,128,125,198,251,584
4,2/7/15 3:31,2/7/15 4:19,6395,cafe,2,2,809,2,355,355,123,118,220,251,585
4,1/31/15 2:56,1/31/15 3:54,6395,cafe,2,2,909,2,427,459,104,100,219,251,584
4,2/1/15 4:05,2/1/15 4:50,6395,cafe,2,2,1008,1,355,355,78,72,119,251,150
4,1/22/15 21:55,1/22/15 22:25,6395,cafe,2,4,1797,2,458,467,28,29,45,251,319
4,2/17/15 1:14,2/17/15 1:59,6395,cafe,2,1,450,1,450,450,69,63,78,251,602
4,1/26/15 20:40,1/26/15 21:26,6395,cafe,2,3,1298,3,350,399,56,90,90,251,450
4,2/7/15 21:56,2/7/15 22:15,6395,cafe,2,2,900,2,355,495,45,36,42,251,274
4,2/4/15 3:07,2/4/15 4:00,6395,cafe,2,1,404,1,355,355,101,80,138,251,584
6,2/15/15 19:57,2/15/15 20:49,1848,sandwich,1,4,3575,4,400,925,NA,NA,NA,446,534
6,1/25/15 19:15,1/25/15 19:40,1848,sandwich,1,2,2374,2,979,1048,NA,NA,NA,446,495
5,2/14/15 1:55,2/14/15 2:47,3654,filipino,1,3,2397,3,499,999,25,24,37,446,580
5,2/18/15 1:57,2/18/15 3:00,3654,filipino,1,4,4096,4,799,1199,16,14,18,446,744
5,2/1/15 19:27,2/1/15 19:57,3654,filipino,1,6,4347,4,150,1499,9,9,11,446,565
5,2/14/15 3:07,2/14/15 4:11,3654,filipino,1,5,3048,3,150,1399,30,28,47,446,692
5,1/29/15 0:07,1/29/15 1:00,3654,filipino,1,4,5296,4,1199,1499,7,7,7,446,819
5,1/22/15 1:24,1/22/15 1:57,3654,NA,1,3,2148,2,150,999,16,12,14,446,374
5,2/3/15 3:56,2/3/15 4:44,3654,filipino,1,1,999,1,999,999,12,10,23,446,341
5,2/7/15 2:51,2/7/15 4:00,3654,filipino,1,1,999,1,999,999,27,26,36,446,341
5,2/14/15 2:04,2/14/15 3:19,3654,filipino,1,3,3297,3,899,1199,27,22,34,446,542
4,1/27/15 2:43,1/27/15 3:33,4003,mexican,1,2,2260,2,785,950,91,121,168,446,635
4,1/24/15 1:36,1/24/15 2:33,4003,mexican,1,3,925,3,195,535,105,102,152,446,636
4,1/23/15 21:40,1/23/15 22:44,4003,mexican,1,5,1445,2,165,785,31,38,34,446,336
4,2/12/15 20:45,2/12/15 21:22,4003,mexican,1,6,3484,6,335,950,77,65,85,446,737
4,1/29/15 3:23,1/29/15 4:20,4003,mexican,1,5,2270,5,165,785,104,90,154,446,914
4,1/29/15 0:04,1/29/15 0:58,4003,mexican,1,9,2707,5,165,525,27,26,29,446,539
4,1/23/15 1:13,1/23/15 1:52,4003,mexican,1,6,3985,3,535,785,84,52,81,446,496
4,1/31/15 3:15,1/31/15 4:10,4003,mexican,1,2,1570,1,785,785,100,107,212,446,121
4,1/28/15 4:01,1/28/15 4:35,4003,mexican,1,7,1850,2,195,350,87,60,83,446,627
4,1/24/15 3:35,1/24/15 4:41,4003,mexican,1,3,3315,2,785,785,104,112,192,446,207
4,1/31/15 23:27,1/31/15 23:55,4003,mexican,1,2,1289,2,599,625,36,28,33,446,578
4,1/30/15 3:56,1/30/15 4:21,4003,mexican,1,2,1460,2,675,785,110,90,137,446,118
4,2/5/15 2:24,2/5/15 3:07,4003,mexican,1,2,1599,2,625,799,98,97,189,446,171
1,1/31/15 1:31,1/31/15 2:14,6241,convenience-store,4,6,1702,4,164,555,8,9,11,251,167
1,2/2/15 23:36,2/3/15 0:48,6241,convenience-store,4,9,2153,6,149,219,4,6,5,251,167
5,2/18/15 1:54,2/18/15 2:29,1521,american,1,2,3390,2,1495,1895,12,6,9,446,621
5,2/9/15 2:50,2/9/15 3:46,1521,american,1,3,4285,3,695,2895,26,19,32,446,567
5,2/9/15 3:35,2/9/15 4:20,1521,american,1,1,939,1,690,849,26,20,37,446,567
5,1/26/15 0:04,1/26/15 0:45,1521,american,1,2,4590,1,1895,1895,14,16,11,446,332
5,2/2/15 1:18,2/2/15 1:56,1521,american,1,2,1390,1,695,695,18,14,20,446,672
5,2/2/15 2:55,2/2/15 4:35,1521,american,1,2,2190,2,795,1395,20,19,34,446,311
3,2/11/15 2:56,2/11/15 4:06,5326,chinese,1,2,874,2,275,599,4,5,5,446,846
3,2/8/15 23:56,2/9/15 0:19,5326,chinese,1,1,545,1,545,545,4,3,2,446,176
3,2/4/15 20:33,2/4/15 21:49,5326,chinese,1,1,695,1,695,695,2,3,3,446,521
1,2/8/15 2:47,2/8/15 3:33,1203,indian,3,6,3885,6,300,1295,11,10,16,251,693
3,1/31/15 21:45,1/31/15 22:12,3155,sandwich,1,7,2825,5,100,1000,24,13,13,446,310
3,1/29/15 21:12,1/29/15 22:02,3155,sandwich,1,1,1190,1,890,890,18,13,14,446,NA
3,2/11/15 19:10,2/11/15 19:26,3155,sandwich,1,1,925,1,925,925,15,14,15,446,77
3,2/4/15 19:56,2/4/15 20:35,3155,sandwich,1,1,1190,1,890,890,17,17,26,446,295
3,2/17/15 3:06,2/17/15 3:55,3155,NA,1,5,2640,5,350,1200,40,40,49,446,174
3,2/14/15 20:46,2/14/15 21:14,3155,sandwich,1,1,890,1,890,890,22,21,19,446,311
3,2/2/15 20:47,2/2/15 21:27,3155,sandwich,1,1,890,1,890,890,16,17,24,446,334
3,1/26/15 20:53,1/26/15 21:34,3155,sandwich,1,7,4700,7,350,1100,20,12,15,446,627
3,2/16/15 2:15,2/16/15 3:03,3155,sandwich,1,2,1525,2,300,925,53,53,68,446,189
5,2/18/15 2:51,2/18/15 3:38,2527,greek,3,3,1999,2,499,750,22,13,22,251,354
5,1/27/15 19:25,1/27/15 19:54,2527,greek,3,4,4396,2,1099,1099,19,19,21,251,225
5,1/31/15 20:01,1/31/15 20:32,2527,greek,3,4,4947,3,1099,1299,16,16,17,251,586
5,2/12/15 18:58,2/12/15 19:33,2527,greek,3,1,1299,1,1099,1099,23,7,5,251,583
5,2/16/15 0:36,2/16/15 1:04,2527,greek,3,4,2647,4,399,1099,14,13,16,251,472
5,2/1/15 22:25,2/1/15 23:03,2527,greek,3,1,1299,1,1099,1099,14,15,19,251,618
1,2/5/15 19:55,2/5/15 20:29,2527,indian,4,1,1250,1,1250,1250,31,25,25,251,676
5,2/5/15 22:38,2/5/15 23:06,2527,greek,3,1,1099,1,1099,1099,12,6,6,251,555
5,2/3/15 21:01,2/3/15 21:27,2527,greek,3,1,1678,1,1242,1387,23,18,24,251,572
5,1/29/15 2:52,1/29/15 3:37,2527,greek,3,2,2224,2,699,1525,22,16,27,251,491
5,1/28/15 2:07,1/28/15 3:12,2527,greek,3,1,1525,1,1525,1525,15,14,17,251,491
5,1/23/15 4:20,1/23/15 5:01,2527,greek,3,5,3054,5,300,950,26,17,18,251,793
5,2/4/15 3:10,2/4/15 3:43,2527,greek,3,3,3497,3,1099,1299,21,15,23,251,318
5,2/10/15 20:39,2/10/15 21:02,2527,greek,3,1,1299,1,1099,1099,22,15,15,251,505
5,2/1/15 4:17,2/1/15 5:15,2527,greek,3,3,2548,2,350,1099,20,22,22,251,401
5,2/10/15 21:19,2/10/15 22:12,2527,greek,3,1,1099,1,1099,1099,17,17,11,251,510
5,2/10/15 4:06,2/10/15 4:32,2527,greek,3,2,1149,2,399,750,26,19,23,251,246
5,2/11/15 3:05,2/11/15 3:37,2527,greek,3,1,1499,1,1299,1299,20,16,24,251,487
5,2/11/15 19:21,2/11/15 19:46,2527,greek,3,2,1349,2,599,750,18,18,19,251,246
5,2/14/15 2:25,2/14/15 3:24,2527,greek,3,2,2575,2,1050,1525,24,23,38,251,883
5,1/31/15 19:42,1/31/15 20:04,2527,greek,3,1,1525,1,1525,1525,14,12,12,251,296
5,1/28/15 22:01,1/28/15 22:22,2527,greek,3,1,1425,1,1425,1425,8,6,6,251,255
5,2/8/15 0:58,2/8/15 1:22,2527,greek,3,1,1099,1,1099,1099,12,12,11,251,263
5,2/12/15 4:41,2/12/15 5:14,3654,filipino,1,1,999,1,999,999,15,16,15,446,341
5,2/13/15 1:42,2/13/15 2:17,3654,filipino,1,2,1798,2,799,999,22,16,24,446,744
5,2/18/15 1:30,2/18/15 2:21,3654,filipino,1,4,4796,4,799,1699,15,12,14,446,653
5,2/16/15 2:01,2/16/15 2:59,3654,filipino,1,4,3247,4,150,1199,21,14,23,446,829
3,2/1/15 23:06,2/2/15 0:12,2183,american,1,3,2997,2,199,1399,0,0,0,446,604
3,2/15/15 17:47,2/15/15 18:36,2183,american,1,2,1398,2,599,799,0,0,0,446,223
3,2/2/15 3:02,2/2/15 3:49,2183,american,1,1,1199,1,1199,1199,0,0,0,446,471
3,2/16/15 17:58,2/16/15 18:25,2183,american,1,2,2078,2,1029,1049,0,0,0,446,443
3,1/28/15 17:53,1/28/15 18:38,2183,american,1,1,1197,1,899,899,0,0,0,446,566
3,2/15/15 20:42,2/15/15 21:38,2183,american,1,2,1898,1,949,949,0,0,0,446,607
3,1/22/15 19:24,1/22/15 19:56,2183,american,1,2,2148,2,949,1199,0,0,0,446,163
3,2/3/15 1:59,2/3/15 2:38,2183,american,1,4,4162,4,878,949,0,0,0,446,584
3,2/16/15 1:29,2/16/15 2:17,2183,american,1,1,1699,1,1699,1699,0,0,0,446,461
3,1/26/15 1:28,1/26/15 2:11,2183,american,1,4,3894,4,199,1299,0,0,0,446,688
6,1/28/15 19:50,1/28/15 20:41,2652,sandwich,1,7,2503,4,0,1199,NA,NA,NA,446,275
6,1/28/15 21:34,1/28/15 22:01,2652,sandwich,1,5,1997,5,179,649,NA,NA,NA,446,67
6,2/17/15 19:38,2/17/15 20:02,2652,sandwich,1,3,1274,3,0,375,NA,NA,NA,446,74
6,1/29/15 21:18,1/29/15 21:43,2652,sandwich,1,2,1798,1,899,899,NA,NA,NA,446,595
6,2/14/15 21:20,2/14/15 21:54,2652,sandwich,1,2,2497,2,999,1199,NA,NA,NA,446,179
6,2/3/15 23:33,2/4/15 0:07,2652,sandwich,4,2,1597,2,299,1099,NA,NA,NA,446,150
6,2/7/15 3:40,2/7/15 4:06,2652,sandwich,1,1,1048,1,699,699,NA,NA,NA,446,562
6,2/7/15 21:28,2/7/15 22:00,2652,sandwich,1,2,1199,2,300,899,NA,NA,NA,446,597
1,2/5/15 20:16,2/5/15 20:59,3065,cafe,1,2,1525,2,750,775,33,33,31,446,423
1,2/17/15 5:37,2/17/15 6:16,414,japanese,3,4,3345,4,650,1195,8,8,12,251,177
1,2/15/15 3:21,2/15/15 5:14,414,japanese,3,9,3930,4,385,750,24,24,52,251,601
1,2/2/15 3:21,2/2/15 5:32,414,japanese,3,4,3380,4,385,1395,21,23,51,251,927
1,2/9/15 4:43,2/9/15 5:52,414,japanese,3,17,9090,9,250,1395,15,17,24,251,620
1,1/24/15 1:41,1/24/15 2:26,414,japanese,3,1,1299,1,1299,1299,20,22,22,251,208
5,1/29/15 20:58,1/29/15 21:24,2527,greek,3,2,1205,2,455,750,12,9,13,251,411
5,1/26/15 21:01,1/26/15 21:33,2527,greek,3,2,1175,2,225,950,16,30,18,251,853
5,2/12/15 20:22,2/12/15 20:56,2527,greek,3,3,3030,3,455,1525,27,19,23,251,719
5,2/4/15 19:03,2/4/15 19:39,2527,greek,3,3,1078,3,80,399,18,12,10,251,780
5,2/16/15 19:30,2/16/15 20:08,2527,greek,3,4,4399,3,599,1425,15,15,23,251,564
5,2/11/15 20:52,2/11/15 21:28,2527,greek,3,1,750,1,750,750,21,18,17,251,564
5,2/7/15 22:10,2/7/15 22:38,2527,greek,3,4,3247,4,399,1299,21,13,12,251,430
5,2/16/15 3:53,2/16/15 4:48,2527,greek,3,3,3001,3,750,1050,26,25,36,251,482
5,1/30/15 3:04,1/30/15 3:58,2527,greek,3,2,1851,2,750,1050,30,17,27,251,638
5,1/28/15 4:17,1/28/15 4:42,2527,greek,3,1,699,1,699,699,15,7,8,251,213
5,2/16/15 0:27,2/16/15 1:11,2527,greek,3,7,5681,6,399,1299,15,15,13,251,586
5,2/12/15 1:11,2/12/15 1:48,2527,greek,3,2,1800,2,699,1050,21,9,11,251,636
5,2/10/15 21:29,2/10/15 22:07,2527,greek,3,4,3696,3,399,1099,21,18,11,251,512
5,2/17/15 19:01,2/17/15 19:22,2527,greek,3,1,750,1,750,750,16,6,7,251,283
5,2/15/15 4:30,2/15/15 5:51,2527,greek,3,1,1099,1,1099,1099,25,25,43,251,876
5,1/22/15 3:10,1/22/15 3:41,2527,greek,3,4,1329,4,80,750,28,14,19,251,467
5,1/21/15 20:22,1/21/15 20:58,2527,greek,3,2,1250,2,300,950,30,10,14,251,447
5,1/31/15 21:19,1/31/15 21:41,2527,greek,3,1,1099,1,1099,1099,19,16,18,251,408
5,1/31/15 22:00,1/31/15 22:29,2527,greek,3,3,2999,3,450,1299,17,9,9,251,441
5,2/7/15 21:06,2/7/15 21:29,2527,greek,3,1,750,1,750,750,21,15,15,251,424
5,2/14/15 20:51,2/14/15 21:16,2527,greek,3,2,2024,2,599,1425,20,17,17,251,656
2,2/11/15 2:25,2/11/15 3:03,2527,thai,1,2,2598,2,1099,1299,16,7,12,251,226
5,1/22/15 1:54,1/22/15 2:40,2527,greek,3,1,1099,1,1099,1099,21,19,16,251,771
5,2/1/15 20:02,2/1/15 20:46,2527,greek,3,3,3424,3,399,1600,15,14,17,251,401
5,1/30/15 19:12,1/30/15 19:44,2527,greek,3,9,7128,6,399,1099,22,19,22,251,240
5,2/10/15 19:00,2/10/15 19:24,2527,greek,3,2,2724,2,1099,1425,13,13,13,251,514
5,2/14/15 19:41,2/14/15 20:19,2527,greek,3,2,1649,2,399,1250,15,15,12,251,807
5,1/25/15 1:35,1/25/15 2:27,2527,greek,3,2,1849,2,699,1050,11,19,13,251,461
5,1/26/15 20:36,1/26/15 21:22,2527,greek,3,2,1171,2,459,1139,21,37,32,251,745
5,2/12/15 19:50,2/12/15 20:29,2527,greek,3,1,1525,1,1525,1525,27,20,24,251,830
5,2/15/15 0:53,2/15/15 1:22,2527,greek,3,4,3198,4,399,1099,12,7,8,251,622
5,2/16/15 19:30,2/16/15 19:58,2527,greek,3,1,1050,1,1050,1050,15,15,23,251,283
5,2/14/15 0:31,2/14/15 1:25,2527,greek,3,2,1724,2,299,1425,13,9,10,251,836
5,2/12/15 3:01,2/12/15 3:42,2527,greek,3,3,1899,2,399,750,22,16,28,251,350
5,1/24/15 22:02,1/24/15 22:38,2527,greek,3,2,2398,2,1099,1299,17,26,15,251,504
5,1/23/15 3:10,1/23/15 3:50,2527,greek,3,2,1149,2,399,750,27,15,24,251,256
5,1/30/15 3:10,1/30/15 3:50,2527,greek,3,1,1099,1,1099,1099,29,16,23,251,504
5,1/30/15 1:51,1/30/15 2:26,2527,greek,3,1,1250,1,1250,1250,21,20,26,251,697
5,2/14/15 22:42,2/14/15 23:01,2527,greek,3,1,750,1,750,750,17,13,12,251,458
5,1/23/15 2:51,1/23/15 3:54,2527,greek,3,3,2700,3,100,1299,27,11,22,251,577
5,2/7/15 3:11,2/7/15 4:18,2527,greek,3,2,2850,1,1425,1425,30,24,39,251,461
5,2/10/15 2:51,2/10/15 3:31,2527,greek,3,1,1050,1,1050,1050,27,25,26,251,481
5,1/22/15 4:02,1/22/15 4:35,2527,greek,3,2,2198,2,1099,1099,25,9,11,251,520
5,1/31/15 19:45,1/31/15 20:19,2527,greek,3,3,2298,2,100,1099,14,14,14,251,498
5,2/6/15 23:02,2/6/15 23:39,2527,greek,3,8,4442,6,299,1250,8,9,9,251,708
5,2/14/15 0:36,2/14/15 1:47,2527,greek,3,4,2923,4,100,1425,14,9,9,251,878
5,2/12/15 19:57,2/12/15 20:35,2527,greek,3,3,2655,3,455,1050,26,20,27,251,236
5,1/25/15 1:51,1/25/15 2:45,2527,greek,3,1,1101,1,1050,1050,12,23,14,251,405
3,2/12/15 18:13,2/12/15 19:05,3468,other,4,3,1167,3,189,559,4,4,7,251,443
3,1/24/15 19:47,1/24/15 20:32,3468,other,4,3,987,3,169,559,6,6,11,251,450
3,2/8/15 17:31,2/8/15 19:15,3468,other,4,2,808,2,279,529,4,4,6,251,688
3,2/13/15 4:52,2/13/15 5:31,3468,other,4,2,898,2,369,529,14,9,9,251,752
6,2/9/15 5:22,2/9/15 5:51,5674,korean,1,2,2390,2,1095,1295,NA,NA,NA,446,626
2,2/4/15 18:41,2/4/15 19:12,2716,sandwich,3,2,1087,2,389,479,18,20,19,251,819
2,2/9/15 17:28,2/9/15 18:20,2716,sandwich,3,2,1588,2,479,479,3,3,5,251,618
2,2/12/15 20:04,2/12/15 21:06,2716,sandwich,3,2,1017,2,99,699,49,47,74,251,517
2,1/26/15 22:51,1/26/15 23:21,2716,sandwich,3,2,1558,2,479,769,11,23,13,251,783
2,2/5/15 19:41,2/5/15 20:35,2716,sandwich,3,5,3403,5,389,479,44,41,65,251,601
2,1/28/15 20:33,1/28/15 21:02,2716,sandwich,3,3,1517,3,329,479,53,39,46,251,434
